abies;acer;alnusfru;alnusund;apiaceae;artemisia;asterund;betunana;betula;brassicaceae;carpinus;chenopodiaceae;corylus;cyperaceae;ephedra;ericaceae;fagus;fraxinus;juniperus;larix;olea;picea;pinushap;pinus;plantago;poaceae;quercusever;quercusdec;salix;tilia;ulmus;tann;biome
0;0;0;2.5;0;19.24;0;0;3.55;0;0;4.9;1.7;0;0;0;0;0;0;0;0;0.2;0;44.18;0;22.04;0;1.5;0;0.2;0;7.01;COMX
0;0;0;1.2;0;1.1;0;0;5.5;0;0;3.7;0;15.9;0;0;0;0;0;3.7;0;0;0;59.5;0;8.2;0;0;1.2;0;0;7.373;COCO
0;0;0;2.2;0;0.6;0;0;11.3;0;0;34.5;0;0;0;0;0;0;0;0;0;0.7;0;47.5;0;1;0;0.7;0;1.5;0;7.292;COMX
0;0;0;7.7;0;0.35;0;0;18.45;0;0;0;0.75;2;0;0;0;0;0;0;0;9.1;0;54.9;0;6;0;0.5;0;0.25;0;5.747;COMX
0;0;0;18.7;0;0;0;0;28;0;0;0;9.3;0;0;0;0;0;0;0;0;9.3;0;28.1;0;0;0;4.7;0;1.9;0;5.624;COMX
0;0;0;7.3;0;0;0;0;11.5;0;0;0;0;0;0;0;0;0;0;0;0;14.6;0;66.6;0;0;0;0;0;0;0;5.644;COMX
0;0;0;14.6;0;0;0;0;28.1;0;0;0;0;0;0;0;0;0;0;0;0;10.4;0;46.9;0;0;0;0;0;0;0;5.009;COMX
0;0;0;1.1;0;0;0;0;22.82;0;1.1;0;4.3;0;0;0;0;0;0;0;0;20.62;0;44.64;0;0;0;4.3;0;0;1.1;6.287;COMX
0;0;0;11.9;0;0;0;0;25;0;0;0;3.3;0;0;0;0;0;0;0;0;3.3;0;56.5;0;0;0;0;0;0;0;5.932;COMX
0;0;0;10.31;0;0;0;0;22.52;0;2.9;0.8;4.7;0.8;0;0;0;0;0;0;0;1.9;0;44.14;0;4.4;0;4.7;0;1.9;0.9;6.073;COMX
0;0;0;3.3;0;0.9;0;0;3.9;0;0.6;0;0.3;1.5;0;0;0;0;0;0;0;7.21;0;76.38;0;5.31;0;0;0;0.6;0;6.019;COMX
0;0.8;0;4.11;0;1.4;0;0;26.55;0;0.8;1.4;0.8;1;0;4.91;0;0;0;0;0;1.6;0;50.3;0;1.4;0;0.8;2.51;0;1.6;5.474;COMX
0;0;0;11.49;0;0;0;0;14.99;0;0;0.6;1.4;24.98;0;0;0;0;0;0;0;12.99;0;28.47;0;3.1;0;0;2;0;0;5.426;COMX
0;0;0;10.01;0;0;0;0;42.04;0;0;0;1;0;0;0;0;0;0;0;0;4.9;0;42.04;0;0;0;0;0;0;0;3.931;COMX
0;0;0;7.7;0;0.5;0;0;31.7;0;0;0;0.8;0;0;19.8;0;0;0;0;0;3.8;0;32.4;0;3.3;0;0;0;0;0;3.678;COMX
0;0;0;0;0;39.04;0;0;22.03;0;0;16.89;0;0;0;0;0;0;0;0;0;0;0;22.03;0;0;0;0;0;0;0;7.336;COMX
0;0;0;11.23;0;25.58;0;0;11.23;0;0;27.03;0;0.22;0;0;0;0;0;0;0;0;0;11.23;0;2.22;0;0;11.23;0;0;7.63;COMX
0.1;0;0;1.4;0;11.48;0;0;6.59;0;0;11.08;0;0.1;0;0;0;0;0;0;0;0.7;0;55.29;0;4.99;0;5.89;0.5;1.2;0.7;8.305;COMX
9.88;0;0;0;0;8.23;0;0;29.42;0;0;31.61;0;0;0;0;0;0;0;0;0;0;0;0;0;10.98;0;0;0;0;9.88;6.029;COMX
0;0;0;7.1;0;0;0;0;14.1;0;1;0;3;0;0;0;0;0;0;0;0;12.1;0;57.7;0;0;0;4;0;1;0;6.624;COMX
0;0;0;1;0;0;0;0;4.5;0;0;0;0;0;0;0;0;0;0;0;0;2.1;0;92.4;0;0;0;0;0;0;0;8.188;COMX
0;0;0;4;0;0;0;0;14.9;0;1.4;0;0;0;0;0;0;0;0;0;0;3.4;0;63.9;0;0;0;9;0;0.4;3;8.339;COMX
0;0;0;13.2;0;0;0;0;21.3;0;1;0;2;0;0;0;0;0;0;0;0;1;0;55.5;0;0;0;5;0;0;1;8.222;COMX
0;0;0;1.7;0;0.8;0;0;9.5;0;0.5;2.2;0;7.6;0;0;0;0;0;0;0;0.8;0;67.4;0;3.2;0;3.8;1.7;0;0.8;8.277;COMX
0;0;0;11.6;0;0;0;0;17.5;0;1.8;0;1.1;0;0;0;0.4;0;0;0;0;6.3;0;55.3;0;0;0;4.2;0;0.4;1.4;6.861;COMX
0;0;0;12.99;0;15.08;0;0;8.59;0;0;8.09;1;0.2;0;0;0;0;0;0;0;1;0;33.17;0;12.49;0;4.9;2.1;0;0.4;7.389;COMX
0;0;0;6.7;0;0.49;0;0;3.99;0;0;4.44;8.1;7.06;0;0;0;0;0;0;0;0.29;0;33.28;0;28.86;0;5.83;0;0.63;0.34;8.742;COMX
0;0;0;0;0;2.67;0;0;0;0;0;28.47;0;0;0;0;0;0;0;0;0;4.42;0;64.44;0;0;0;0;0;0;0;8.771;COMX
0;0;0;0;0;39.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60.1;0;0;0;0;0;7.864;WAST
0;0;0;0;0;9.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;71.5;0;19;0;0;0;0;0;7.859;TEDE
0;0;0;12.29;0;0.5;0;0;14.89;0;0.5;0;3.8;0.5;0;0;0;0;0;0;0;24.48;0;38.86;0;2.1;0;1.1;0.5;0;0.5;5.976;COMX
0;0;0;3.51;0;1.3;0;0;0;0;0;0.4;0.8;5.81;0;0;0;0;0;0;0;0.3;0;83.97;0;2.4;0;1.1;0;0.4;0;8.223;TEDE
0;0;0;12.61;0;1.8;0;0;20.72;0;0;2.7;0;2.7;0;0;0;0;0;0;0;0;0;48.65;0;2.7;0;1.8;0;4.5;1.8;7.225;COMX
0;0;0;0.65;0;4.85;0;0;5.34;0;0;6.84;0;2.15;0;0;0;0;0;0;0;0.4;0;32.32;0;17.58;0;28.97;0.5;0;0.4;8.846;COMX
0;0;0;7.2;0;4.6;0;0;5.7;0;0;15.1;0.8;0.9;0;0;0;0;0;0;0;0;0;48.4;0;4.1;0;4.8;3.2;0.8;4.4;7.658;COMX
0;0;0;6.35;0;0;0;0;3.95;0;0.3;0;2.85;0;0;0;0;0;0;0;0;28.65;0;52.25;0;0;0;1.4;0;2.85;1.4;6.398;COMX
0;0;0;22.77;0;0.25;0;0;20.97;0;0.95;0.25;16.02;0.25;0;0;0;0;0;0;0;9.31;0;22.12;0;4.95;0;0.6;0;0.6;0.95;5.853;COMX
0;0;0;9.1;0;0;0;0;5;0;1;0;3;0;0;0;0;0;0;0;0;28.3;0;50.6;0;0;0;0;0;2;1;6.375;COMX
0;0;0;6;0;0;0;0;18;0;0;0;2;0;0;0;0;0;0;0;0;19;0;52;0;0;0;3;0;0;0;6.677;COMX
0;0;0;5.9;0;0.17;0;0;6.93;0;0.2;0.13;2.27;2.5;0;0;0;0;0;0;0;13.27;0;62.8;0;3.87;0;1.3;0.33;0.13;0.2;5.743;COMX
0;0;0;20.22;0;0;0;0;26.73;0;0;0;5.01;0;0;0;0;0;0;0;0;8.61;0;34.53;0;0;0;1.4;0;1.4;2.1;5.769;COMX
0;0;0;20;0;0;0;0;40;0;0;0;1;0;0;0;0;0;0;0;0;3;0;36;0;0;0;0;0;0;0;6.426;COMX
0;0;0;3.8;0;0;0;0;2.9;0;4.8;0;1.9;0;0;0;0;0;0;0;0;29.2;0;55.5;0;0;0;1;0.9;0;0;6.206;COMX
0;0;0;6.2;0;0.8;0;0;15.7;0;8.8;0.8;1.8;3.2;0;0.8;0;0;0;0;0;9.7;0;44.9;0;3.9;0;1.8;0.7;0.9;0;7.367;COMX
0;0;0;2.1;0;0.1;0;0;3;0;0;0.1;0.7;1.6;0;0;0;0;0;0;0;5.39;0;85.02;0;0.7;0;0;0;0.7;0.6;6.452;COMX
0;0;0;2.5;0;0.4;0;0;4.2;0;1.7;0.4;0;1.5;0;0;0;0;0;0;0;6.49;0;73.23;0;7.69;0;1.4;0;0;0.5;6.55;COMX
3.9;0.8;0;10.7;0;1.1;0;0;13.8;0;1.5;1.7;7.7;2.8;0;0;18.5;0.8;1;0;0;4.6;0;9.2;0;15.5;0;4.6;1;0;0.8;9.892;COMX
1.33;0;0;39.41;0;2.52;0;0;0;0;10.52;11.26;7.7;0;0;0;0;0;0;0;0;0;0;24.74;0;2.52;0;0;0;0;0;10.468;TEDE
0;0;0;0;0;17.36;0;0;0;0;0;47.4;0;0.13;0;0;0;0;0;0;0;0;0;33.51;0;1.6;0;0;0;0;0;4.987;HODE
0;0;0;35.86;0;13.89;0;0;0;0;15.48;24.18;2.1;0;0;0;0;0;0;0;0;0;0;4.2;0;2.2;0;2.1;0;0;0;13.986;TEDE
0;0;0;4.3;0;0;0;0;0;0;13.31;43.14;0;0;0;0;0;0;0;0;0;0;0;37.94;0;1.3;0;0;0;0;0;13.201;TEDE
1.04;0;0;59.35;0;0.84;0;0;1.04;0;9.2;1.57;1.88;0.84;0;0;0;0;0;0;0;1.04;0;7.21;0;9.51;0;3.66;0;0;2.82;14.321;COMX
0;0;0;1.93;0;12.61;0;0;1.93;0;28.7;36.04;0;0;0;0;0;0;0;0;0;0;0;6.31;0;6.18;0;6.31;0;0;0;16.17;TEDE
0;0;0;16.5;0;46.4;0;0;0;0;30.3;2.7;4.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15.482;COMX
0;0;0;19.42;0;10.81;0;0;3.2;0;12.91;30.13;0;0;0;0;0;0;0;0;0;0;0;16.22;0;4.1;0;0;3.2;0;0;16.091;COMX
0;0;0;19.36;0;8.28;0;0;7.35;0;11.39;31.99;0;0;0;0;0;0;0;0;0;0;0;19.36;0;2.28;0;0;0;0;0;16.278;COMX
0;0;0;0;0;9.7;0;0;0;0;51.29;39.02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.321;COMX
0;0;0;0;0;11.8;0;0;12.9;0;0;17.7;12.9;0;0;0;0;0;0;0;0;0;0;25.9;0;5.9;0;0;0;12.9;0;16.265;COMX
0;0;0;0;0;4.07;0;0;0;0;36.86;35.95;0.61;0;0;0;0;0;0;0;0;0;0;20.77;0;0.41;0;0;0;0;1.32;16.275;TEDE
0;0;0;42.97;0;24.6;0;0;1.61;0;16.97;8.73;1.61;0;0;0;0;0;0;0;0;0;0;1.61;0;0.8;0;0;0;0;1.1;15.257;TEDE
0;0;0;26.21;0;11.34;0;0;0.1;0;34.36;17.31;0.76;0;0;0;0;0;0;0;0;0;0;6.28;0;0.61;0;0.15;0;0.15;2.73;16.742;TEDE
0.42;0;0;1.67;0;24.58;1.25;0;1.25;0.83;0;17.5;0;5;0;0;0;0;0;0;0;3.75;2.08;9.17;0;8.75;0;5.83;16.25;0;1.67;9.468;COMX
0;0;0;0;0;48.98;15.31;0;0;0;0;0;0;8.16;15.31;0;0;0;0;0;0;0;0;0;0;12.24;0;0;0;0;0;-3.016;WAST
0;0;0;0;0;0;1.39;0;2.43;0;0;0;0;0;0;0;0;0;0;0;0;53.13;0;33.33;0.69;7.99;0;0;1.04;0;0;3.364;COMX
3.19;0;0;6.38;0;1.06;0;0;6.38;0;0;0;0;8.51;0;0;0;0;0;0;0;5.32;29.79;10.64;0;27.66;0;0;1.06;0;0;-7.459;COMX
0;0;0;23.56;0;0.55;0;1.92;26.85;0;0;0;0;3.84;0;1.64;0;0;0.27;6.3;0;0;0;33.97;0;0.27;0;0;0.82;0;0;-12.262;COCO
0;0;0;16.16;0.16;0.32;0.16;0;26.72;1.6;0.64;0.64;5.12;0.48;0;0;0;0;0;0;0;4.64;0;34.24;0.48;4.16;0;2.72;0.32;0.16;1.28;6.628;COMX
0;0;0;3.93;0.79;1.83;0.52;0;27.23;0;0.26;0.52;1.57;6.54;0;0.26;0;0;0;0;0;1.05;0;48.95;0;5.5;0;0.79;0;0;0.26;7.438;COMX
0;0.28;0;5.51;0;2.2;0;0;25.34;0;0.28;2.75;0.83;0;0;0;0;0;0;0;0;0.83;0;52.34;0.55;6.89;0;1.1;0.55;0.28;0.28;7.714;COMX
0;0;0;9.11;0;2.6;0;0;39.06;0;0;0.52;0.78;1.3;0;1.04;0;0;0;0;0;2.6;0;36.46;0;5.99;0;0.26;0.26;0;0;5.056;COMX
0;0;9.96;0;0;1.99;0;11.16;60.16;0;0;0.4;0;0;0;10.36;0;0;0;0.8;0;0;5.18;0;0;0;0;0;0;0;0;-5.683;COCO
0;0;2.19;0;0;0.55;0;21.31;28.69;0;0;0.27;0;1.64;0;8.74;0;0;0;0.55;0;15.57;10.11;10.11;0;0.27;0;0;0;0;0;-3.5;COCO
15.3;0;0;1.34;0;1.53;0;0;19.5;0;0;0.57;0;2.29;0.19;0;0;0;0;0;0;12.05;0;37.86;0.19;0;0;0;0;9.18;0;1.971;COMX
6.8;0;0;0;0;1.46;0;0;34.95;0;0;0.97;0;0.49;0;0;0;0;0;0;0;10.68;0;25.24;0;0;0;0;0;19.42;0;1.971;COMX
14.71;0;0;0;0;0;0;0;27.45;0;0;0.49;0;1.47;0;0;0;0;0;0;0;9.8;0;46.08;0;0;0;0;0;0;0;1.971;COMX
1.43;0;0;0.48;0;1.9;0;0;29.52;0;0;0.95;0;0.48;0;1.43;0;0;0;0;0;23.81;0;40;0;0;0;0;0;0;0;1.971;COMX
0.42;0;0;2.08;0;1.25;0;0;26.25;0;0;0.83;0;0.83;0;13.33;0;0;0;0.42;0;8.33;0;45;0;0.42;0;0;0;0.42;0.42;-6.644;COMX
0.45;0;0;0.91;0.91;2.26;0;0;28.05;0;0;0.91;0;2.26;0;0.45;0;0;0;0.45;0;23.53;0;37.1;0;2.26;0;0;0;0.45;0;-6.522;COMX
0.92;0;0;0.92;0;3.21;0.46;0;31.19;0;0;1.38;0;0;0;0.92;0;0;0;0.46;0;7.34;1.83;48.62;0;1.38;0;0.46;0.46;0;0.46;-6.522;COMX
0;0;0;0.94;0;2.82;0;0;49.3;0;0;0.47;0;0.94;0;1.41;0;0;0;0;0;0.47;0;43.19;0;0.47;0;0;0;0;0;1.095;COMX
0;0;0;0.62;2.49;0.93;0.62;0;53.58;0;0;0.31;0;0.62;0;0;0;0;0;0;0;0;0;39.25;0;1.56;0;0;0;0;0;3.326;COMX
0;0;0;0.97;0;0.49;0;0;33.01;0;0;0.97;0;0;0;1.46;0;0;0;0;0;0.97;0.49;61.65;0;0;0;0;0;0;0;1.438;COMX
2.43;0;0;0.97;0;0.97;0;0;1.94;0;0;0.97;0;0.97;0;0;0;0;0;0.49;0;28.16;16.5;46.6;0;0;0;0;0;0;0;0.71;COCO
2.35;0;0;2.82;0;1.41;0.47;0;59.62;0;0;0;0;2.35;0;0;0;0;0;0;0;4.69;8.45;15.02;0;1.41;0;0;0.47;0.47;0.47;1.175;COMX
0.9;0;0;0.45;0.45;1.81;0.45;0;24.43;0;0;0.9;0;5.88;0;0;0;0;0;0;0;9.05;4.98;48.87;0;0;0;0;0.9;0;0.9;0.791;COMX
0;0;0.82;0;0;2.45;0.41;4.49;27.76;0;0;0.41;0;11.43;0;2.86;0;0;0;1.22;0;1.63;26.94;18.78;0;0.82;0;0;0;0;0;-2.975;COCO
0;0;0;4.27;0;7.82;0.47;20.38;6.16;0;0;0.47;0;19.91;0;23.22;0;0;0;0.47;0;1.9;4.27;9.48;0;0.71;0;0;0.47;0;0;-1.92;COCO
0;0;0.43;0;0.86;24.89;1.29;2.58;6.01;0.43;0;4.29;0;7.73;0;0;0;0;0;15.02;0;0.86;16.31;0.43;0;17.6;0;0;1.29;0;0;-4.29;COCO
0;0;0;0;0.27;12.87;0;1.88;5.09;0.8;0;2.68;0;2.41;41.56;0;0;0;0;1.61;0;0.8;14.48;0.27;0;14.75;0;0;0.54;0;0;-4.569;COCO
0.38;0;0;0;0;9.92;0;0.38;1.53;1.15;0;3.82;0;64.12;0.38;0;0;0;0;0.38;0;0;10.31;0;0;6.11;0;0;1.53;0;0;-4.866;COST
0;0;0;0;0;3.42;0.68;0.68;1.03;0;0;1.03;0;83.56;0;0;0;0;0;0;0;0.34;8.22;0;0;1.03;0;0;0;0;0;-5.122;COST
0.46;0;0;0;0;32.88;0.91;1.83;1.37;0;0;0.91;0;6.85;11.87;0;0;0;0;0;0;0;7.76;0;0;34.25;0;0;0.91;0;0;-4.514;COST
0;0;0;0;0;12.35;2.47;0.62;0;0;0;0.62;0;10.49;2.47;0;0;0;0;1.85;0;0;11.11;0.62;0;56.17;0;0;1.23;0;0;-5.578;COST
0;0;0;0;0;4.41;1.32;1.32;1.32;0;0;0.44;0;28.63;1.32;0;0;0;0;0;0;0;8.37;0;0;52.86;0;0;0;0;0;-5.122;COST
0;0;0;0;0.41;30.58;1.24;1.24;0.83;0;0;1.24;0;11.16;2.07;0;0;0;0;0.83;0;4.96;4.13;0;0;41.32;0;0;0;0;0;-4.906;COST
0.72;0;0;0;0;13.41;1.09;1.45;2.54;2.17;0;7.25;0;14.13;0;0;0;0;0;2.9;0;0;23.91;0;0;30.07;0;0;0.36;0;0;-4.857;COCO
0.38;0;0;0;0;2.29;6.11;2.29;0.76;0.38;0;0.76;0;40.46;0.38;0;0;0;0;0.38;0;0.38;29.77;0;0;15.27;0;0;0.38;0;0;-5.128;COST
0;0;0;0;0;22.76;0;4.83;4.14;2.07;0;3.45;0;24.83;2.76;0;0;0;0;1.38;0;0.69;22.76;0.69;1.38;8.28;0;0;0;0;0;-5.21;COST
0;0;0;0;0;10.36;0.9;2.25;1.8;1.8;0;5.41;0;54.05;0.45;0;0;0;0;0.45;0;0;18.02;0;0;4.5;0;0;0;0;0;-5.259;COST
0;0;0;0;0;18.64;1.13;1.13;1.69;0;0;3.39;0;49.15;0.57;0;0;0;0;2.82;0;0;19.21;0.57;0;1.69;0;0;0;0;0;-5.555;COST
0;0;0;0;0;7.65;1.53;3.06;0;0;0;1.02;0;44.9;1.02;0;0;0;0;0;0;0;11.73;0;0;29.08;0;0;0;0;0;-5.614;COST
0;0;0.55;0;0;1.66;0.55;2.21;0.55;0;0;2.21;0;55.25;1.1;0;0;0;0;0.55;0;0;11.05;0;0;23.76;0;0;0.55;0;0;-5.804;COST
0.29;0;0.29;0;6.38;6.67;2.03;4.06;1.45;0.58;0;5.51;0;29.86;0.29;0;0;0;0;0.29;0;0.87;11.88;0;0;26.96;0;0;2.61;0;0;-6.046;COST
0;0;0;0;0;10.57;0.88;3.08;3.52;0;0;3.96;0;44.49;0;0;0;0;0;0;0;0;19.82;0;0;11.89;0;0;1.76;0;0;-7.627;COST
0;0;0;0;0.5;2.49;1;5.47;1.99;0;0;2.49;0;57.71;1;0;0;0;0;0;0;0;18.91;0;0;8.46;0;0;0;0;0;-6.542;COST
0;0;0;0;0;18.88;0.51;1.02;1.53;0;0;1.02;0;5.1;1.02;0;0;0;0;0.51;0;0.51;12.24;0.51;0;57.14;0;0;0;0;0;-3.113;TUND
0;0;0;0;0;12.43;0.54;2.16;2.16;0.54;0;0.54;0;8.11;5.95;0;0;0;0;1.62;0;1.08;45.41;2.7;0;15.14;0;0;1.62;0;0;-3.156;COCO
0;0;0;1.51;0;1.51;1.01;0;0;0;0;8.54;1.01;0;0;0;0;0;0;0;0;0;0;9.55;0;0.5;0;74.87;0;1.51;0;9.987;TEDE
0;0.51;0;0;0;2.03;3.05;0;0;0;0;8.12;2.54;0;0;0;0;0;0;0;0;0;0;6.6;0;1.02;0;68.53;0;7.61;0;9.884;TEDE
0;0;0;4.1;0;1.23;1.23;0;8.2;0;0.41;2.46;0;0;0;0.82;0;0;0;0;0;0;0;73.77;0;1.64;0;5.74;0.41;0;0;8.761;COMX
